# FINAL TIMESERIES OF HAT-P-32 b
# BJD_TDB,Orbital Phase,Flux,Uncertainty,Model,Airmass
2458107.5698575526, -0.06638991035417355, 0.9995214045380962, 0.006594671746168044, 1.0, 1.0004042946561036
2458107.571582998, -0.06558738064224975, 1.0054186213424083, 0.00659471455400744, 1.0, 1.000408899541876
2458107.573666837, -0.06461815695796155, 1.0112777744467116, 0.006594764461466561, 1.0, 1.000414268130475
2458107.57574901, -0.06364970821771648, 1.0039484100744533, 0.006594812540392545, 1.0, 1.0004194400110038
2458107.577830766, -0.06268145332177508, 1.001762193358257, 0.0065948592554242345, 1.0, 1.0004244651660539
2458107.579913806, -0.0617126010821582, 1.0060170013240088, 0.00659490444642769, 1.0, 1.0004293263709108
2458107.5819962914, -0.06074400701283181, 0.9980980368096052, 0.0065949481607298355, 1.0, 1.0004340287175058
2458107.584078476, -0.059775552857941394, 1.0124451382365394, 0.006594990351263719, 1.0, 1.0004385671437817
2458107.586172395, -0.05880164074053376, 1.0020889733252287, 0.006595031339724742, 1.0, 1.0004429762552614
2458107.5882551116, -0.05783293902805775, 0.9957013676263619, 0.006595070537718582, 1.0, 1.0004471927594838
2458107.590337145, -0.056864555046971105, 0.9985383332033371, 0.00659510844835734, 1.0, 1.000451270776773
2458107.592419132, -0.05589619272446589, 1.0019315268747941, 0.006595144858190197, 1.0, 1.0004551873471443
2458107.5945011545, -0.05492781394143878, 1.0048367424444273, 0.006595179904608634, 1.0, 1.0004589572504095
2458107.596583199, -0.053959424762292596, 0.9885485585712556, 0.0065952135547925565, 1.0, 1.0004625769568363
2458107.598664874, -0.05299120755228287, 0.9894149968562503, 0.006595245859892916, 1.0, 1.0004660519693231
2458107.6007466526, -0.052022942260222416, 0.9968798303773876, 0.006595276639759181, 1.0, 1.0004693629099985
2458107.602828015, -0.05105487037929399, 0.9955526249534634, 0.00659530633080538, 1.0, 1.0004725567237926
2458107.6049212976, -0.05008125433469435, 0.9903329154898721, 0.006595334821772452, 1.0, 1.0004756214432464
2458107.6070027063, -0.04911316101177035, 1.0066945414990782, 0.006595361799649464, 1.0, 1.0004785233989137
2458107.60908452, -0.04814487925918798, 1.0081944625202823, 0.0065953875394055145, 1.0, 1.0004812921691946
2458107.611166773, -0.047176393266182864, 0.9999833619670143, 0.006595412021660135, 1.0, 1.0004839256698304
2458107.6132503105, -0.04620730971291645, 0.9962638353013683, 0.006595435164115406, 1.0, 1.0004864150486725
2458107.6153327837, -0.04523872127482123, 0.9960072258844948, 0.006595457089428365, 1.0, 1.0004887735000687
2458107.617415442, -0.04427004663557199, 0.9932746582716341, 0.006595477784006037, 1.0, 1.0004909995622384
2458107.6194977993, -0.04330151212734448, 0.995080175441177, 0.006595497236957254, 1.0, 1.0004930920640105
2458107.6215793923, -0.042333333036438076, 1.001249904895768, 0.006595515378051605, 1.0, 1.000495043451241
2458107.623660546, -0.041365358402540214, 1.0080549314470864, 0.006595532384806485, 1.0, 1.0004968728193016
2458107.625742035, -0.04039722761027034, 0.9995761268192876, 0.006595548244632731, 1.0, 1.0004985788142877
2458107.6278351443, -0.039423692135593574, 0.9990024379378916, 0.0065955628879891095, 1.0, 1.0005001539561187
2458107.6299175476, -0.03845513618537047, 0.9983475083270663, 0.0065955763072420995, 1.0, 1.0005015974239342
2458107.63199958, -0.03748675263745546, 0.995899621415862, 0.006595588551053157, 1.0, 1.0005029144523274
2458107.634081671, -0.03651834201631368, 1.0107464183642367, 0.006595599552629145, 1.0, 1.0005040978567794
2458107.636164121, -0.03554976440750918, 0.9986770323447649, 0.0065956094120603005, 1.0, 1.000505158403866
2458107.638246987, -0.03458099317098681, 1.008459567079013, 0.006595618113439606, 1.0, 1.000506094382681
2458107.6403287537, -0.0336127332935717, 1.011488766312314, 0.006595625585070892, 1.0, 1.000506898081251
2458107.642410845, -0.03264432245584409, 1.0021391821223886, 0.0065956319681158585, 1.0, 1.0005075846839953
2458107.644492368, -0.031676175852809796, 1.0112341271525258, 0.006595637130186933, 1.0, 1.0005081399505302
2458107.6465742276, -0.03070787287481766, 1.0023044795921823, 0.006595641149077273, 1.0, 1.000508572248891
2458107.6486683777, -0.02973385333084619, 0.9975358788158674, 0.00659564404346978, 0.9999720149660495, 1.0005088835887979
2458107.6507493225, -0.028765975727393117, 1.0005799507411992, 0.006595645722071196, 0.999039177868541, 1.0005090641501957
2458107.652832223, -0.027797188463520472, 1.003622185745681, 0.006595646298172159, 0.9973066709513599, 1.0005091261193972
2458107.6549133877, -0.026829208631563073, 1.005348282482733, 0.00659564566967509, 0.9950210539500436, 1.0005090585141265
2458107.656996011, -0.025860550452835696, 1.0065694802626322, 0.006595643938425134, 0.9923381080675117, 1.000508872289505
2458107.659079143, -0.024891655545813435, 0.9738243898486019, 0.006595640990863042, 0.9894089780676094, 1.000508555230326
2458107.661160435, -0.023923616369342954, 0.9818468205908204, 0.006595636918043303, 0.986410010277368, 1.0005081171309596
2458107.663242965, -0.022955001507778405, 0.9776963298311833, 0.006595631701034651, 0.9835726058589294, 1.000507555954969
